case,max_drawdown,portfolio_vol,sentinel_freeze_proxy_count,end_equity,n
A_coupling_OFF,0.9999991031247031,0.006597899636941283,4,0.09360602082136209,29999
B_coupling_ON,0.9999999999900057,0.011592916771467605,4,1.0786385938041168e-06,29999
