case,max_drawdown,portfolio_vol,sentinel_freeze_proxy_count,end_equity,n
A_coupling_OFF,0.6929292137306805,0.006612738493096569,85,82951.31681411329,29999
B_coupling_ON,0.8841684666165057,0.010798136091799857,14,26614.290359266102,29999
