observed_mae_diff,ci95_low,ci95_high,p_share_diff_ge_0,dm_stat,dm_p_two_sided,reproducible_rate,mae_e1_variance,beta,lag
-2.93327955900452e-07,-5.795622591713273e-07,-3.81880053421882e-08,0.01,-1.531060008814809,0.1257545623315215,1.0,0.0,-0.0005085542199662192,0
